Reporte: Grizzlies escuchar ofertas por Gasol y Conley|1h ago|Memphis Grizzlies|https://es.nba.com/news/nba-2019-grizzlies-ofertas-trade-marc-gasol-mike-conley-adrian-wojnarowski/1wz7evp31t9qa1h59t3qk6gof5|https://es.nba.com/contestant/memphis-grizzlies/news/6852gp031v6xp16mq18wszkwh
Los Hawks dan la sorpresa y vencen cómodos a los Thunder; Ball lidera a los Lakers y Bogdanovic da un recital|01/16/2019|Los Angeles Lakers|https://es.nba.com/news/los-hawks-dan-la-sorpresa-y-vencen-comodos-a-los-thunder-lonzo-ball-lidera-a-los-lakers-y-bogdanovic-da-un-recital/4t8m98qogl4j1t27mfgh559z5|https://es.nba.com/contestant/los-angeles-lakers/news/2ja1jlnhsy0ksuvvxzff3ky9e
Antetokounmpo consigue otro triple-doble sobre los Heat|01/16/2019|Milwaukee Bucks|https://es.nba.com/news/giannis-antetokounmpo-consigue-otro-triple-doble-sobre-los-miami-heat/3gd452b673xn1p2vhfg1lgcz4|https://es.nba.com/contestant/milwaukee-bucks/news/56w4zt5ftzbg7jt1bb4g8kui5
Butler y Embiid se cobran su particular venganza contra los Wolves|01/16/2019|Philadelphia 76ers|https://es.nba.com/news/jimmy-butler-y-joel-embiid-se-cobran-su-particular-venganza-contra-los-wolves-en-el-regreso-de-saric-a-philadelphia/1dxza9tigi6s1rtmwnuo0cuck|https://es.nba.com/contestant/philadelphia-76ers/news/6n0ha9kzay94zalli108m7fp1
Los Warriors presentan su candidatura|01/16/2019|Golden State Warriors|https://es.nba.com/news/los-warriors-presentan-su-candidatura-al-anillo-record-de-51-puntos-en-un-cuarto-y-victoria-contra-denver-nuggets/6jgymqqy9ye61szgjziyasyyb|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
El quinteto histórico del Oeste para Shaquille|01/15/2019|NBA|https://es.nba.com/news/nba-quinteto-historico-conferencia-oeste-shaquille-oneal/fv3ctmr7wtqp1grhjdkpt2f7g|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Equipo League Pass de la semana: Indiana Pacers|01/15/2019|NBA|https://es.nba.com/news/equipo-nba-league-pass-de-la-semana-indiana-pacers/1o656xq92nn621jnibiiwsvtqz|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Los Mavs de Doncic quieren traspasar a Dennis Smith Jr.|01/15/2019|Dallas Mavericks|https://es.nba.com/news/nba-mercado-dallas-mavericks-luka-doncic-traspasar-dennis-smith-jr/9dcexal7966w1abl6to3mj6gy|https://es.nba.com/contestant/dallas-mavericks/news/5gmza9irdgvwsg7av048y551v
Utah adelanta a los Lakers y los Kings y Davis se suman a la pelea por los playoffs|01/15/2019|Utah Jazz|https://es.nba.com/news/nba-utah-jazz-mitchell-adelantan-lakers-kings-anthony-davis-pelea-playoffs-oest/pv5deeq5n9ua14awsy68rod0d|https://es.nba.com/contestant/utah-jazz/news/6he5mn680h7n78opv2zjjlild
El desastre en Brooklyn dispara las alarmas en los Celtics|01/15/2019|Boston Celtics|https://es.nba.com/news/nba-2019-desastre-en-brooklyn-dispara-las-alarmas-en-boston-los-celtics-no-dan-con-la-tecla/3uiujkhlsc2f1dvcp1typdjmr|https://es.nba.com/contestant/boston-celtics/news/2w4j5p0pwwlxmcd5vceuu0rrv
El emotivo regreso de Tony Parker a San Antonio eclipsó todo lo demás|01/15/2019|Charlotte Hornets|https://es.nba.com/news/nba-2019-asi-fue-emotivo-homenaje-tony-parker-san-antonio-spurs-charlotte-horne/5ddb9zzeaq1w15xh1df75cth4|https://es.nba.com/contestant/charlotte-hornets/news/559r96itsc3o9wo42452od63z
Demencial Harden: 57 puntos para superar a Kobe y hacer historia|01/15/2019|Houston Rockets|https://es.nba.com/news/nba-demencial-james-harden-hace-historia-57-puntos-supera-kobe-bryant/e7m5fgs0xrg61f0bjcvb0wijs|https://es.nba.com/contestant/houston-rockets/news/asgv2w5m47fumtkhyazfn574f
Problemas en Houston: Capela estará entre 4 y 6 semanas fuera|01/14/2019|Houston Rockets|https://es.nba.com/news/informe-clint-capela-estara-entre-4-y-6-semanas-de-baja/byopdgnh49fc1tb139xq3uzx7|https://es.nba.com/contestant/houston-rockets/news/asgv2w5m47fumtkhyazfn574f
Los secretos detrás del crecimiento de Pascal Siakam|01/14/2019|Toronto Raptors|https://es.nba.com/news/los-secretos-detras-del-meteorico-ascenso-de-pascal-siakam-con-los-toronto-raptors/h6wjr81toqms1tcxjfp7suy9j|https://es.nba.com/contestant/toronto-raptors/news/dxjosqw1acmrjm1gt2wmis1ru
No te pierdas las PUMA Clyde Court de Rozier, Ayton y Green|01/14/2019|Boston Celtics|https://es.nba.com/news/puma-lanza-las-player-exclusive-clyde-court-para-terry-rozier-deandre-ayton-danny-green-entre-otros/zgfmhgmyb6ug1a4iwobkkcqf1|https://es.nba.com/contestant/boston-celtics/news/2w4j5p0pwwlxmcd5vceuu0rrv
Con y sin LeBron: las dos caras de los Lakers|01/14/2019|Los Angeles Lakers|https://es.nba.com/news/polos-opuestos-como-son-los-angeles-lakers-con-y-sin-lebron-james-lonzo-ball-kuzma/1e4avjwuxjmgz1qzrfczzp5sv5|https://es.nba.com/contestant/los-angeles-lakers/news/2ja1jlnhsy0ksuvvxzff3ky9e
Durant sobre Doncic: “No ha tenido que ir a clase ni estudiar”|01/14/2019|Golden State Warriors|https://es.nba.com/news/kevin-durant-no-se-calla-sobre-luka-doncic-no-ha-tenido-que-ir-a-clase-ni-estudiar/1ikt28fq6d3bn1ij0fdzx8xb4n|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
Power Rankings: semana 13|01/14/2019|NBA|https://es.nba.com/news/nba-2019-power-rankings-semana-13-toronto-raptors-golden-state-warriors-los-angeles-lakers/un7h6gfr9rr1silqudk21dwr|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Hoy en League Pass: Harden se la juega ante Marc y los Blazers al asalto de Sacramento|01/14/2019|Houston Rockets v Memphis Grizzlies|https://es.nba.com/news/que-partidos-hay-hoy-en-el-nba-league-pass-como-ver-online-y-en-directo-el-grizzlies-vs-rockets-y-el-blazers-vs-kings/1czsmwlz5dugcz5mno8ncea25|https://es.nba.com/fixture/houston-rockets-v-memphis-grizzlies/news/bwmbcydrqgtqnmksqqeohzasq
Zurich, nuevo partner oficial de la NBA en España|01/14/2019|NBA|https://es.nba.com/news/zurich-nuevo-partner-oficial-nba-espana/188er0dd43o0m1mkd1ejtq8uhb|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Un domingo de barbaridades y récords: Jokic, Harden, Curry Beal, Knox...|01/14/2019|NBA|https://es.nba.com/news/nba-domingo-de-autenticas-barbaridades-jokic-harden-curry-beal-knox/12s2tcjke2nvq15zhb5kqyojky|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Harden, historia positiva (iguala a Kobe)... y negativa: ¡1/17 en triples!|01/14/2019|Houston Rockets|https://es.nba.com/news/nba-2019-james-harden-iguala-kobe-bryant-historia-negativa-16-triples-fallados/mhfmu8phriwp12xaaky7cfs09|https://es.nba.com/contestant/houston-rockets/news/asgv2w5m47fumtkhyazfn574f
Los Lakers siguen hundiéndose sin LeBron: hoy pueden caer de la zona de playoffs|01/14/2019|Los Angeles Lakers|https://es.nba.com/news/nba-2019-los-angeles-lakers-hundimiento-sin-lebron-james-hoy-pueden-caer-zona-playoffs/3yeosh0s2aww16x6aoqryi64c|https://es.nba.com/contestant/los-angeles-lakers/news/2ja1jlnhsy0ksuvvxzff3ky9e
Curry (48 y 11 triples) impone su ley ante un gran Doncic (26+6+5)|01/14/2019|Golden State Warriors|https://es.nba.com/news/nba-2019-stephen-curry-11-triples-impone-su-ley-ante-dallas-mavericks-luka-doncic/lfcch7kddivjz3car124d9cj|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
Antetokounmpo lidera de nuevo a los Bucks ante unos irreverentes Hawks|01/13/2019|Milwaukee Bucks|https://es.nba.com/news/antetokounmpo-lidera-de-nuevo-a-los-bucks-ante-unos-irreverentes-hawks/zc6q3cnqfls31v0ju9cdbw120|https://es.nba.com/contestant/milwaukee-bucks/news/56w4zt5ftzbg7jt1bb4g8kui5
Ibaka da la victoria a los Raptors en la doble prórroga frente al mejor Beal|01/13/2019|Washington Wizards|https://es.nba.com/news/serge-ibaka-da-la-victoria-a-los-raptors-en-la-doble-prorroga-frente-al-mejor-beal/qtdtqwxwhjmc1o2xk8qm7vull|https://es.nba.com/contestant/washington-wizards/news/368ug5cvqww3ulnph3grvfck6
Simmons evita el desastre contra los Knicks con un asombroso 20+22+9|01/13/2019|New York Knicks v Philadelphia 76ers|https://es.nba.com/news/ben-simmons-evita-el-desastre-contra-los-knicks-con-un-asombroso-20219/xuvrxw1t286h1i3w3nziotd1b|https://es.nba.com/fixture/new-york-knicks-v-philadelphia-76ers/news/btumb94alb338nlv4brcc6vsa
Grandes traspasos que ocurrieron en el Trade Deadline|01/13/2019|Detroit Pistons|https://es.nba.com/news/mirando-a-la-historia-grandes-traspasos-que-ocurrieron-en-el-trade-deadline/1v73ksp611s7u1ppb6t6ts5t12|https://es.nba.com/contestant/detroit-pistons/news/4uhocflc1adaeo3zuzwinuofe
Hoy en League Pass: Doncic contra los Warriors y el NBA Sundays|01/13/2019|Golden State Warriors|https://es.nba.com/news/que-partidos-hay-hoy-en-el-nba-league-pass-como-ver-online-y-en-directo-el-warriors-vs-mavs-y-el-bucks-vs-hawks/do2stgd5j2z21iu25ud74v920|https://es.nba.com/contestant/golden-state-warriors/news/btbrq55c3e6btsf1z2poaakb4
Kerr: "Doncic me parece un All-Star"|01/13/2019|Dallas Mavericks|https://es.nba.com/news/steve-kerr-lo-tiene-claro-luka-doncic-me-parece-un-all-star/1od6x6aul8mjn11q40tshisozj|https://es.nba.com/contestant/dallas-mavericks/news/5gmza9irdgvwsg7av048y551v
¿Quién crees que debe ir al All-Star como reserva?|01/13/2019|NBA|https://es.nba.com/news/quien-crees-que-debe-ir-al-nba-all-star-2019-como-reserva-los-datos-no-mienten/1qzgirp3ia0r51rgqd6pp82ps5|https://es.nba.com/competition/nba/news/e2w9iicoifx689pzi5jqw7j4a
Kyle Korver ya es el cuarto mayor triplista de la historia de la NBA|01/13/2019|Utah Jazz|https://es.nba.com/news/kyle-korver-supera-a-jason-terry-en-la-lista-de-maximos-triplistas-y-acecha-a-stephen-curry/1kzcyfpizb15a11r64t68ztvp3|https://es.nba.com/contestant/utah-jazz/news/6he5mn680h7n78opv2zjjlild
Regresa la mejor versión de Mitchell (34+6); Winslow entierra a los Grizzlies de Gasol y los 31 de Kemba no sirven para ganar|01/13/2019|Chicago Bulls|https://es.nba.com/news/regresa-la-mejor-version-de-donovan-mitchell-winslow-entierra-a-los-grizzlies-de-gasol-y-los-31-de-kemba-no-sirven-para-ganar/1ccgt4wqrcqkf1cdvzl7wdjo1e|https://es.nba.com/contestant/chicago-bulls/news/cfqu8fhvtu5hm13vrwxeh4x05
Towns firma una actuación histórica para vencer a New Orleans Pelicans|01/13/2019|Minnesota Timberwolves|https://es.nba.com/news/karl-anthony-towns-firma-una-actuacion-historica-para-vencer-a-new-orleans-pelicans/9gsaqnjk7ty91ovr9893n6o0n|https://es.nba.com/contestant/minnesota-timberwolves/news/9874pqsc90jpfnwvpqigb775a
Westbrook se venga de los Spurs con 24 puntos|01/13/2019|Oklahoma City Thunder|https://es.nba.com/news/russell-westbrook-se-venga-de-los-san-antonio-spurs-con-24-puntos/13ct20sainlgc1sdktn6kfh3t6|https://es.nba.com/contestant/oklahoma-city-thunder/news/4kjso6vrhugyaktbc7751ijm1
